node_id,longitude,latitude,infomap_community
3022324362,12.355788,45.4308799,3
3022324365,12.3554386,45.4321955,3
3022324359,12.3559809,45.4316332,3
3022324369,12.3553635,45.4318124,3
3022324380,12.3563532,45.4310237,3
9489318552,12.3577429,45.4330917,3
29065891,12.3149206,45.4412906,5
5214698846,12.3555342,45.4316131,3
10956931805,12.3312331,45.4373167,4
10956931807,12.3303974,45.4371926,4
10956931808,12.3303972,45.4372114,4
194806514,12.3424984,45.4378649,0
8006828786,12.3301241,45.4289935,6
8006828787,12.3299623,45.4290176,6
2272199415,12.3498709,45.4379918,0
2272199416,12.3499298,45.4380239,0
2272199422,12.3584234,45.4382447,0
8006828799,12.3304233,45.4292647,6
5366153986,12.3277553,45.4291418,1
8006828803,12.3308219,45.4295459,6
4347724549,12.3287921,45.4328546,0
4347724550,12.3291003,45.4330169,0
2272199441,12.3574742,45.4389925,0
4930208533,12.3279215,45.4371225,1
2272199442,12.3576083,45.439015,0
3398708519,12.3192347,45.4385821,1
1926988608,12.3185128,45.4450288,2
1926988609,12.3183262,45.4451325,2
1926988613,12.318962,45.4451442,2
1926988614,12.318769,45.4452529,2
1926988617,12.3194935,45.4453777,2
1926988618,12.3190395,45.4454774,2
1926988620,12.3193072,45.4455323,2
1926988621,12.3190504,45.4454705,2
1926988630,12.319818,45.4460066,2
1926988632,12.3186979,45.4460161,2
6216549210,12.3550626,45.4333839,3
6216549211,12.3554881,45.4333673,3
6216549215,12.3516997,45.4345776,3
6216549219,12.3517223,45.4334475,3
4347724666,12.3289982,45.4329599,0
4347724667,12.3288861,45.4330877,0
2262139780,12.3331054,45.4310725,6
2262139781,12.3329033,45.4315535,0
5476877195,12.3188021,45.4345655,1
2262139792,12.3343145,45.4399798,4
2262139793,12.3341834,45.4399758,4
2262139795,12.3345031,45.4403899,0
454984600,12.3045411,45.438509,5
8527872923,12.327172,45.4452236,2
8527872924,12.3271406,45.4452348,2
8527872925,12.3271832,45.4452399,2
8527872926,12.3271514,45.4452509,2
8527872927,12.3271996,45.4452637,2
8527872928,12.3271675,45.4452748,2
8527872929,12.3272123,45.4452822,2
8527872930,12.3271803,45.4452938,2
8527872931,12.3272274,45.4453041,2
8527872932,12.3271951,45.445316,2
8527872933,12.3272393,45.4453212,2
8527872934,12.3272066,45.445333,2
4838949798,12.3169564,45.4446981,2
4838949801,12.3170981,45.4446131,2
2619671469,12.3496872,45.432703,3
1855718331,12.3336913,45.4378312,4
1855718350,12.333364,45.4380773,4
1855718354,12.333568,45.4377789,4
298025942,12.33964,45.4430231,0
298025948,12.336355,45.4438682,0
4680811489,12.3341067,45.4392863,4
4680811490,12.3343164,45.4391918,4
4473947132,12.315766,45.440216,1
2487649312,12.3185688,45.4453627,2
10575119399,12.3371672,45.4333426,0
10575119401,12.3371432,45.4333909,0
10575119402,12.3369533,45.4337517,0
10575119403,12.3370986,45.4334849,0
10575119404,12.3370671,45.4335442,0
10575119406,12.3372881,45.4330992,0
8154186798,12.3216668,45.4376234,1
8154186799,12.3216593,45.4375902,1
8154186801,12.3216805,45.4376821,1
8154186802,12.3216178,45.437689,1
8154186803,12.3216731,45.4376503,1
8154186804,12.3216105,45.4376567,1
8154186800,12.3215971,45.4375978,1
8154186797,12.3215908,45.4375702,1
4803920951,12.3299148,45.4367275,4
4803920955,12.3296696,45.4364943,4
5476222024,12.3213318,45.4378205,1
2487649355,12.3195564,45.4457315,2
2487649375,12.3198796,45.4459686,2
1077050612,12.323698,45.4430669,2
8602584267,12.331796,45.4426721,0
3050505429,12.3623638,45.4287463,3
298026198,12.3359866,45.4440406,0
3050505432,12.3627235,45.4289692,3
3586703301,12.3561028,45.4289967,3
8084817116,12.319746,45.4354416,1
3586703302,12.3560523,45.4290481,3
4897539297,12.3303811,45.4401028,4
13713802467,12.3270715,45.4406745,4
254805221,12.3336155,45.4320323,0
6466471153,12.3345644,45.4368214,0
6466471156,12.3348871,45.4365115,0
4803429620,12.3256139,45.432486,1
3586703306,12.3562061,45.4288928,3
8606614781,12.332014,45.442072,0
8145618680,12.3183852,45.4447992,2
8083735871,12.3269042,45.4416851,4
8074921350,12.3576616,45.432196,3
6335366536,12.3335052,45.4301317,6
11630708121,12.3089071,45.4424092,5
8074921373,12.3573347,45.4319927,3
8074921374,12.3573382,45.431934,3
10570794400,12.3467629,45.4354682,0
